,Document_No,number,created_at,text,source,user is verified,user has url,user description,user created at,retweet_count,reply_count,like_count,quote_count,followers count,following count,tweet count,listed_count,user location,binary_class,ternary_class,sentiment
856,856,5536,13/7/2022 10:46,@mzzdefiant Follow the :money_with_wings::money_with_wings::money_with_wings::money_with_wings: Moneypox More vaccine and therapeutics.,Twitter for Android,FALSE,FALSE,"Peace:victory_hand:Love:red_heart: My body, my choice",15/3/2022 15:12,0,0,0,0,27,76,373,0,None,1,1,positive
857,857,5538,13/7/2022 11:11,@DoctorJanette @HARRISFAULKNER Oh stop! I don't buy the monkey pox b.s. either! #moneypox,Twitter Web App,FALSE,FALSE,Liberty first.,18/8/2021 16:58,0,0,0,0,60,263,2260,1,None,1,1,negative
858,858,5540,13/7/2022 11:32,"Continuing the UK's ever-irresponsible approach to highly contagious and dangerous viruses… Monkeypox is transmitted skin to skin - as in touch- regardless of sexual preference. And PS, it's more than likely airborne. _URL_",Twitter for iPhone,FALSE,FALSE,Writer. Solar & climate change wonk. Walter wrangler. Been there. Seen it. Climbed that. Fact Check B4 U Forward. #DopeOldPeople Borahae :Costa_Rica: Pura Vida,27/8/2008 20:37,0,0,0,0,990,571,71940,0,Earth,1,1,positive
859,859,5541,13/7/2022 11:41,"Dear public health professionals, #monkeypox is not a #lgbtqia STI/STD. It is an airborne disease that can literally infect anyone regardless of their gender identity or sexual expression. Please stop.  Best, Annoyed citizen",Twitter for iPhone,FALSE,TRUE,"Proud @UofMemphis & @TexasSouthern alum; leading community-focused organizations; supporting @nlcmaryland @100BlackMen, @thursdaynetwork & @PGCYD. Tweets = MINE",26/3/2009 22:28,0,0,3,0,1164,1718,30622,57,"Washington, DC USA",1,1,positive
860,860,5542,13/7/2022 11:50,The person pressing the delete button removed smallpox from listed airborne pathogens at the same time as monkeypox…  which is absolutely hilarious!  Totally absurd. _URL_,Twitter for iPhone,FALSE,FALSE,MBBS BSc Hons Infectious Diseases :United_Kingdom: :Australia: Zero COVID Australia,3/7/2017 02:56,35,3,129,1,22401,1498,83903,307,New South Wales,1,1,positive
861,861,5543,13/7/2022 11:53,So weird how monkeypox was an airborne disease until this year when it's inconvenient for it to be airborne so the WHO and CDC convinced it to play nice and only spread through butt stuff,Twitter Web App,FALSE,FALSE,"Magical Cards Player, Shooty Robot Pilot, Writer. He/Him/They/Them, demisexual, neurodivergent",7/8/2017 21:17,12,0,13,0,44,115,3275,0,None,1,1,negative
862,862,5544,13/7/2022 12:32,"@PeteUK7 Pete, like all COVID's and Omicron, Monkeypox is airborne too! Read articles you send me. Especially the Airbus engineer's report. He said very LOW incidence of Covid-19 infections spreading from air conditioning systems. How got infected, AFTER all tested negative pre boarding?",Twitter for iPhone,FALSE,FALSE,"45 years in practice as Doctor of Podiatric Medicine in New Jersey, USA. Top 1% of Doctors in my profession. Now in Hong Kong to save the World from Pandemic",7/11/2021 04:41,0,0,1,0,3,85,923,0,Hong Kong,1,1,negative
863,863,5550,13/7/2022 13:20,"Monkeypox might be airborne too. And Covid is rampant. JFC if we all just wore masks things would be so much better and safer. Good masks: 3M 9205+ Aura N95, Powecom KN95, Flo Mask Pro.  _URL_ _URL_ _URL_ #WearAMask :microbe::face_with_medical_mask::microbe: _URL_",Twitter for iPhone,FALSE,TRUE,:woman_technologist::family_man_woman_boy::cat::camera::syringe::flexed_biceps::face_with_medical_mask::house_with_garden::cooking::cheese_wedge::cut_of_meat::baguette_bread::green_salad::tropical_drink:,25/4/2007 21:16,2,0,3,0,209,207,17042,12,Margaritaville,1,1,positive
864,864,5553,13/7/2022 14:07,"@dampscribbler most orthopox viruses are spread airborne. Monkeypox was documented to spread airborne as well, until suddenly that characteristic mysteriously disappeared when it got to the US.",Twitter Web App,FALSE,FALSE,"Communist · Anti-revisionist · Maoism sympathetic · She/Her · Xtian · Trans woman as in fuck you · AntiTerf Aktion · Neuros, TERFs and Fr*nch are block on sight",21/3/2021 00:38,0,0,1,0,665,2126,23527,2,she/her,1,1,positive
865,865,5555,13/7/2022 14:11,@Jdavis_Halton @Billius27 Then he had better issue a Section 22 mask mandate to protect his region from Monkeypox. :winking_face: &lt;and other airborne viruses&gt;,Twitter for Android,FALSE,FALSE,"Former ICU PT, :red_heart: data-driven healthcare, Planning retirement.:national_park::sport_utility_vehicle::airplane::world_map: M.G. *Blocks Qonspiracy regurgitaters,crypto trolls,bots & Covid deniers*",14/2/2012 19:13,0,1,3,0,1277,2416,19004,11,None,1,1,positive
866,866,5557,13/7/2022 14:27,monkeypox is probably airborne. and they could be vaccinating everyone for it right fucking now :flushed_face: _URL_,Twitter for iPhone,FALSE,TRUE,"screenwriter film & TV. i write about technology, intelligence & justice. invest in crypto & real estate. crypto class of early '17. :red_heart: art & gardening. she/her",20/4/2009 00:04,2,0,2,0,5724,1432,57661,334,"California, USA",1,1,negative
867,867,5558,13/7/2022 14:29,"@Harvard2H ""inside everybody"" so is monkeypox airborne? I question this because monkeypox they say is spread because f*ckung",Twitter Web App,FALSE,FALSE,io,26/11/2012 08:29,0,3,1,0,289,130,44343,3,None,1,1,neutral
868,868,5559,13/7/2022 14:29,@GBNEWS When did Covid come back. I thought Putin got rid of it? Or is it because no one believes the bullshit of monkeyPox or the War...,Twitter for Android,FALSE,FALSE,"Dad, husband #BTC #ETH #DERO #ARRR  #AVAX #HTR #XEQ #DOT",3/4/2012 11:17,0,0,0,0,580,1125,21869,11,None,1,1,neutral
869,869,5564,13/7/2022 15:17,"@udell_cherise @Monkeypoxtally Not surprising at all. Same MO with Covid. They want population control. First to go, the weakest and the dumbest enough to not get protected. And just like smallpox, monkeypox is airborne too.",Twitter for Android,FALSE,FALSE,:smiling_face_with_sunglasses: Support all Saint's dreams. Traduzco por diversión y por hobby. :no_entry: Toxic fans + Covid/Science deniers will be blocked. #ZeroCovid #CovidIsAirborne,4/12/2016 11:10,0,0,1,0,849,1120,97617,0,None,1,1,negative
870,870,5574,13/7/2022 16:12,@ComradeVero They already cashed in on moneypox. Sold a bunch of vax nobody wants to government. On to the next quick buck to make ok these chumps.,Twitter for Android,FALSE,FALSE,"lover of liberty and the pursuit of happiness. Other interests: economics, business, gaming, medicine, law, home improvement, freedom.",6/8/2011 16:45,0,0,0,0,2636,2756,2759,20,"Wisconsin, USA",1,1,positive
871,871,5576,13/7/2022 16:33,this quite literally transmitted through airborne particles… the way they're branding the monkeypox is literally so harmful _URL_,Twitter for iPhone,FALSE,TRUE,i was just thinking about futility...:ringed_planet:,15/1/2017 21:25,1,1,6,0,191,128,24238,4,he/they | 20,1,1,neutral
872,872,5577,13/7/2022 16:48,is monkeypox airborne now?,Twitter for iPhone,FALSE,TRUE,I'm exactly like the other girls,30/8/2011 23:08,0,2,5,0,927,572,35088,4,"phoenix, slc, etc",1,1,neutral
873,873,5578,13/7/2022 16:49,@delawareonline Another MAN has Monkeypox. No one is going to say it? We're just not going to talk about it? #std,Twitter for iPhone,FALSE,FALSE,Founder of the Gerry Brady's PTSD Novel Symptoms Suffers Foundation.,25/1/2022 14:55,0,0,0,0,4,69,50,0,None,1,1,neutral
874,874,5580,13/7/2022 16:53,Another MAN with Monkeypox?! No one wants to say it?  We're not going to talk about it? It's an #std #netde _URL_,Twitter for iPhone,FALSE,FALSE,Founder of the Gerry Brady's PTSD Novel Symptoms Suffers Foundation.,25/1/2022 14:55,0,0,0,0,4,69,50,0,None,1,1,positive
875,875,5581,13/7/2022 16:59,@AtlRey @GuntherEagleman Monkeypox confirms once again that anal sex is not healthy,Twitter for iPad,FALSE,FALSE,"Patriotic American. Freedom loving. Common sense & truth guide me. Against teaching CRT, gender swapping & other woke nonsense in our schools.",2/1/2012 15:12,1,0,11,0,1814,3397,15642,4,"Missouri, USA",1,1,negative
876,876,5582,13/7/2022 17:33,@glidingaway3 monkeypox is an orthopoxvirus that CAN be airborne and transmitted through respiratory droplets. im not denying that it can be transmitted through close contact or sexual contact but my point stands. the branding of it being a gay disease is dangerous. lets do some research mama!,Twitter for iPhone,FALSE,TRUE,i was just thinking about futility...:ringed_planet:,15/1/2017 21:25,0,1,1,0,191,128,24238,4,he/they | 20,1,1,positive
877,877,5586,13/7/2022 17:39,"@hpscireland @PublicHealthSth @PublicHealthSE @PublicHealthMW @PublicHealth_NE @Man2ManIreland Moneypox is the most transparent ploy ever. It's not the first time a fake virus was pinned on gay men, with the 'cure' causing all the deaths.",Twitter Web App,FALSE,FALSE,Pronouns: No/Vaccine/Passports,11/1/2014 22:19,0,0,5,0,2325,4952,48241,30,None,1,1,positive
878,878,5588,13/7/2022 17:45,"@PHDDocMarkMD @blessedslr @DrEricDing @WHO @CDCgov @kavitapmd @yaneerbaryam Because the airborne transmission is not the PRIMARY mechanism. ""Aerosol is a route of secondary transmission for monkeypox"" _URL_",Twitter Web App,FALSE,FALSE,Anti-Capitalist open to other ideologies. I build software for a living and build furniture for fun.,4/2/2021 20:35,0,0,0,0,243,762,6473,15,"Toronto, Ontario",1,1,positive
879,879,5589,13/7/2022 17:47,@ComradeVero They are working super hard now trying to turn anything they can in pendemic so the restrictions and hardship can continues. MONEYPOX.,Twitter for iPhone,FALSE,FALSE,None,9/9/2021 22:41,0,0,2,0,11,23,537,0,Far far away in distant galaxy,1,1,positive
880,880,5590,13/7/2022 17:51,Why is #MonkeyPox trending? It spelled wrong. #MoneyPox,Twitter for Android,FALSE,FALSE,None,20/5/2022 20:50,0,0,0,0,28,18,1201,1,None,1,1,negative
881,881,5593,13/7/2022 17:54,@Peaky_Ape Nothing same FUD with Covid honestly I'm over this shit. F NWO F CoVID F Moneypox Im living life. #FuckWHO,Twitter for iPhone,FALSE,FALSE,_URL_ I'm Bailbondsman in the tristate I seen it all. Made it in Crypto LFG:rocket: $WOO $FET,26/5/2018 18:43,0,1,0,0,332,988,17204,2,NYC:airplane:,1,1,positive
882,882,5595,13/7/2022 17:58,@RosarioP70 @Harvard2H _URL_ CDC first said yes airborne then deleted any trace of saying that. There's been a few women who have shared their experiences and it sounds horrific.,Twitter for Android,FALSE,FALSE,:woman_lifting_weights: :chart_increasing::woman_cook::airplane::water_pistol::motorcycle:,6/10/2021 22:24,0,1,1,0,90,437,920,0,None,1,1,negative
883,883,5597,13/7/2022 18:08,"@kevinthebooks Ok that's good by me. Monkeypox is not dangerous at all, STIs are being spread among all sexually active people because Ireland has far too few STI clinics.",Twitter Web App,FALSE,FALSE,I am an Irish Republican. The dominos are beginning to fall.,6/5/2020 17:41,0,1,1,0,5004,3690,31068,3,Kildare,1,1,positive
884,884,5599,13/7/2022 18:12,People relaxing about Covid while new waves are happening + the healthcare industry is crumbling + monkeypox is airborne and spreading + the CDC doing jack shit is uhh. uhhh. I'm gonna die lol,Twitter for Android,FALSE,FALSE,"Hhhhh Chad, 29, she/her. Boymilf. My wildest dream: to outlive the United States",4/5/2022 02:19,1,1,5,0,76,277,3593,0,None,1,1,positive
885,885,5600,13/7/2022 18:22,"@vincentdkelly1 @ComradeVero The k is silent in Monkey pox. Dr. Penny Sutcliffe is desperately trying to justify her $800,000.00 salary from 2021.  #moneypox",Twitter for Android,FALSE,FALSE,"Questioning the narrative, looking for truth, free speech, freedom of travel, and restoration of our God given rights.",12/5/2021 05:42,0,0,4,0,427,851,4522,2,None,1,1,negative
886,886,5601,13/7/2022 18:34,"@people @melissax1125 Meanwhile in real news, the same Wuhan lab that artificially engineered covid-19 is doing the same thing with monkeypox as we speak.",Twitter for Android,FALSE,FALSE,"If you get it, you get it. If ya don't, too bad.",25/4/2022 19:25,0,0,0,0,60,94,5346,0,United States,1,1,negative
887,887,5602,13/7/2022 18:34,"@ECDC_EU @agobk Are you trying again ? I thought you got back to Covid as nobody really cares about the ""moneypox"" _URL_",Twitter for Android,FALSE,FALSE,A free citizen,27/9/2019 15:41,0,0,0,0,19,235,352,0,Vaccine Police State of Italy,1,1,positive
888,888,5603,13/7/2022 18:35,#monkeypox is an #STD _URL_,Twitter for Android,FALSE,FALSE,#1A #2A #10A #Repeal17A #COSProject #WFPB OSINT-newb #NotABot,21/4/2008 13:50,0,0,0,0,264,397,15038,3,:cactus:Arizona,1,1,neutral
889,889,5605,13/7/2022 18:38,"@CDCgov What a coincidence, the EU decided to try again the ""moneypox"" plandemic. I thought you have gave up and went back to Covid as nobody really cares.",Twitter for Android,FALSE,FALSE,A free citizen,27/9/2019 15:41,1,0,1,0,19,235,352,0,Vaccine Police State of Italy,1,1,positive
890,890,5606,13/7/2022 18:39,@celinegounder @donnellymjd @CDCgov Lots of signs suggest that covering the penis with a condom could possibly help mitigate the risk of #monkeypox transmission via anal sex.,Twitter for iPhone,TRUE,TRUE,":microscope:Science reporter: monkeypox, HIV, Covid, climate | Battling cancer | Contributor: @NYTimes @NBCNews @Guardian @TRF_Stories Also: @WaPo @TheNation @TheAtlantic",13/8/2013 06:16,0,0,3,0,6770,1371,23751,126,New York City,1,1,neutral
891,891,5607,13/7/2022 19:12,Monkeypox mode of transmission is through anal sex. That's that right there made monkey pox a non-factor. I have never had gay sex I never will so I'm not going to worry about monkeypox. _URL_,Twitter Web App,FALSE,FALSE,Christian - conservative  Pro America & Constitution #MAGA Israel must live Trump is My President Veteran.,4/3/2022 23:40,0,1,0,0,665,948,6619,0,None,1,1,positive
892,892,5608,13/7/2022 19:22,@ComradeVero moneypox not monkey,Twitter Web App,FALSE,FALSE,"Systemic Change thru Localization, Decentralization and building collaborative communities. Stop being a shill - Take the :pill:.  Connection with Spirt Required",2/12/2019 17:20,0,0,1,0,791,1392,13541,4,Earth,1,1,positive
893,893,5609,13/7/2022 19:27,@keatingssixth im gay and I know for sure from trusted and close friend who is specialist in sexual transfer diseases and who is gay and super so called QUEER and he tell me that he only gets gay men over 35 a day having monkeypox and all from anal sex . so lets stop trying to sugarcoat it,Twitter Web App,FALSE,FALSE,:France: :Kuwait: politique / l'Art,30/8/2020 17:37,0,0,1,0,65,38,3177,0,None,1,1,positive
894,894,5612,13/7/2022 19:59,"Monkeypox is still airborne, but fomites, in particular laundry, might need a little extra care. How to find this info? The MPX Fomite :thread:. Monkeypox Fomite Thread. _URL_",Twitter Web App,FALSE,TRUE,#CoVidIsAirborne. Any indoor place you go will have bad ventilation where those SARS-COV-2 aerosols will build - so #BetterMasks4All. #PZC !!,13/12/2017 21:20,25,6,64,2,6754,990,50942,167,None,1,1,negative
895,895,5613,13/7/2022 20:09,"Folks the Evil Elite:smiling_face_with_horns:are preparing to Lockdown motherfuckers again,have you noticed the Covid talk picking back up ,with Monkeypox being added? It's all about ""Command and Control"". I resisted the scamdemic before,I'll resist harder again. I dont bow down to the illuminati:hundred_points:",Twitter Web App,FALSE,FALSE,"A Truth teller,A Patriot in the shadows, ,A Warrior for freedom worldwide,I pray for peace but prepare for anything!!!!",13/1/2019 23:10,0,0,1,0,149,1007,4475,2,"Uncertain,Texas",1,1,negative
896,896,5622,13/7/2022 20:26,"@sunlorrie looks like moneypox could not be sold to the ""audience""",Twitter Web App,FALSE,FALSE,None,4/1/2022 14:23,0,0,0,0,10,52,617,0,None,1,1,neutral
897,897,5626,13/7/2022 20:46,So many links in this thread that show that at one time the CDC and WHO actually were concerned about airborne transmission of monkeypox. Instead of one plague we know have two they have decided to let it rip. Not the strategy most of us signed up for. _URL_,Twitter for iPhone,FALSE,FALSE,"Blogging homeschool mom to five girls. Disability is becoming a way of life and being happy is the goal. Still write, scrapbook, read, quilt, as I'm able.",22/8/2014 03:31,4,0,2,1,254,1130,2994,13,None,1,1,positive
898,898,5633,13/7/2022 21:41,if only we could have increased funding to the cdc they could've been better staffed and scrubbed mention of monkeypox being airborne before anyone noticed and could call them out,Twitter for Android,FALSE,FALSE,eggless holdout,23/1/2015 18:40,0,1,2,0,194,431,8628,5,None,1,1,positive
899,899,5635,13/7/2022 21:57,Their new attempt to lockdown since the plandemic and monkeypox narratives are overdone _URL_,Twitter for iPhone,FALSE,FALSE,observing this craziness we call life,26/8/2012 21:54,0,1,4,0,1383,1467,58871,3,None,1,1,positive
